date,tweet,language,hashtags
2022-02-25,"REPEAT: West will seek to enforce sweeping sanctions, which #Russia is likely to parry with cyber-measures &amp; energy blackmailing, given the economic asymmetries. #China might well stand on Russia’s side in this economic tit for tat  #Ukraine  #ExemptYellow  https://t.co/Pw1R8sF21s",en,"['russia', 'china', 'ukraine', 'exemptyellow']"
2022-02-25,God bless the Ghost of Kyiv #ukraine #hero #fighter #ace #justice #StandWithUkraine  #Kyiv #ghostofkyiv,en,"['ukraine', 'hero', 'fighter', 'ace', 'justice', 'standwithukraine', 'kyiv', 'ghostofkyiv']"
2022-02-25,"The bravery of President Zelensky in the face of unimaginable Russian aggression is remarkable, and speaks to his character.  Just a few short years ago, he was an entertainer and comedian, and is now telling EU leaders they may not see him alive again. #SlavaUkraini #Ukraine 🇺🇦  https://t.co/zECF0TkaYl",en,"['slavaukraini', 'ukraine']"
2022-02-25,"@olya_rudenko How she express her views, voice  utilze her power as #journalist for lives, #People as per the reality there in #Ukraine!!!! @ICFJ",en,"['journalist', 'people', 'ukraine']"
2022-02-25,#Ukraine #UkraineWar #wojna #war 2 friend's 🇩🇪🇷🇺  https://t.co/LkcJy5XfOQ,en,"['ukraine', 'ukrainewar', 'wojna', 'war']"
2022-02-25,"Our community is everything to us. We know many of you have been impacted by the recent events in #Ukraine, and our thoughts are with all the innocent people affected.   We created Proton to defend #freedom, and we will continue to support the fight for freedom around the world.",en,"['ukraine', 'freedom']"
2022-02-25,Motherboard: Google Maps Live Traffic Showed the Russian Invasion of Ukraine -  https://t.co/J3NKtBIIt9 #Russia #Ukraine #GoogleMaps #OSINT,en,"['russia', 'ukraine', 'googlemaps', 'osint']"
2022-02-25,A country's concern for education is made evident when it can easily repatriate prostitutes and destitutes from Italy and Libya but can't repatriate it's citizens schooling in #Ukraine. #UkraineUnderAttack,en,"['ukraine', 'ukraineunderattack']"
2022-02-25,The goal is now the elimination of Putin.  #Ukraine.  That is how this will end.,en,['ukraine']
2022-02-25,Russians tank run over a car of a civilian in Kyiv.#Ukraine #ukrain_bleeding  https://t.co/B8e1vxFULg,en,"['ukraine', 'ukrain_bleeding']"
2022-02-25,Three cheers for #Ukraine .  They are brave people &amp; clearly effectively resisting the attacks.  The world is watching &amp; we support Ukraine,en,['ukraine']
2022-02-25,On Biden executive order barring trade with #Ukraine’s separatist region ⬇️: “It’s weak symbolism. It’s not strong enough…I think they’re going to go beyond it. I think they have to.” Check out Senior Fellow @AmbDanFried remarks in @washingtonpost   https://t.co/DbsxvaNLgp,en,['ukraine']
2022-02-25,#BreakingNews #Estonia decided to send more #Javelin to #Ukraine! Thank you 🇪🇪 @Price_Cap_UA @The_Lookout_N @vcdgf555,en,"['breakingnews', 'estonia', 'javelin', 'ukraine']"
2022-02-25,Contact us for more information if you are a Ukrainian Citizen in the U.K. concerned about your immigration status. #ukrainecrisis #ukraine #ukimmigrationlaw  https://t.co/oUknAPIQV2,en,"['ukrainecrisis', 'ukraine', 'ukimmigrationlaw']"
2022-02-25,scared and devastated by the attack in #Ukraine but simultaneously want the SAME energy for #TigrayGenocide which has been happening for nearly 1.5 years    https://t.co/ea798FvTlG,en,"['ukraine', 'tigraygenocide']"
2022-02-25,"The west stands with  #ukraine,but won't  fight  alongside with it..",en,['ukraine']
2022-02-25,Powerful explosions in Troyeshchyna. The left bank of the Dnieper. Kiev direction. #Ukraine  https://t.co/sbHJHlWXG4,en,['ukraine']
2022-02-25,"French finance minister says banning Russia from Swift Banking will only be used as last resort.  What does that mean, is not the invasion of a democratic country, and people being killed serious enough.  The leaders of this world should hang their heads in shame #Ukraine",en,['ukraine']
2022-02-25,The @NHL and @mnwild should sit their Russian players for time being. Sends the right message that we stand with Ukraine. #Ukraine 🇺🇦,en,['ukraine']
2022-02-25,buying from artists in #Ukraine today. link me to an #nft by a ukranian artist i should buy  🇺🇦❤️,en,"['ukraine', 'nft']"
2022-02-25,Dear #Putin  I hope your military meets the same fate in #Ukraine as your predecessors did in Afghanistan.  Your crimes against humanity will ultimatly lead to your defeat!  #UkraineRussia  https://t.co/LOyZMvKrIA,en,"['putin', 'ukraine', 'ukrainerussia']"
2022-02-25,The bridge near Klimentovo (pictured) separating Akhtyrka and Trostyanets was destroyed.  ✅Verified Photo and Informations   #UkraineRussiaConflict #Ukraine #Russia  https://t.co/2apfdRLClW,en,"['ukrainerussiaconflict', 'ukraine', 'russia']"
2022-02-25,"The bravery of anti-war protesters in Russia is astonishing.  This picture was taken in St Petersburg.  While world leaders make decisions fuelled by hostility, time and time again, local communities never fail to stand up &amp; show their compassion for others.  #ukraine 📸:@Reuters  https://t.co/2eCrOraROG",en,['ukraine']
2022-02-25,"Whether you are supporting Ukraine or Russia but this will hit hard to you..  People who go to war , don't want war . People who want war , don't go to war . #UkraineCrisis #UkraineUnderAttack  #Ukraine #NATO #BanRussiafromSwift #IStandWithUkraine  https://t.co/IY43s3KXlb",en,"['ukrainecrisis', 'ukraineunderattack', 'ukraine', 'nato', 'banrussiafromswift', 'istandwithukraine']"
2022-02-25,It's seriously a very painful situation for the people who live in #Ukraine. We can't imagine that. Say no to war. #UkraineRussia #RussiaUkraineWar #Russia #RussiaInvadedUkraine  https://t.co/JMdNxoF6iz,en,"['ukraine', 'ukrainerussia', 'russiaukrainewar', 'russia', 'russiainvadedukraine']"
2022-02-25,"@sabema11 @Ukraine I'm absolutely positive that your love will clean the shit up and they all will hopscotch together towards a bright future and prosperity  #Ukraine really thumbs up, thank you!",en,['ukraine']
2022-02-25,Nothing to say... @ZelenskyyUa #Ukraine #UkraineUnderAttack #RussiaUkraineWar #Zelenskiy #russianinvasion RT if agree 👇  https://t.co/e4xtTcI2R7,en,"['ukraine', 'ukraineunderattack', 'russiaukrainewar', 'zelenskiy', 'russianinvasion']"
2022-02-25,"REPEAT: West will seek to enforce sweeping sanctions, which #Russia is likely to parry with cyber-measures &amp; energy blackmailing, given the economic asymmetries. #China might well stand on Russia’s side in this economic tit for tat  #Ukraine  #ExemptYellow  https://t.co/Pw1R8sF21s",en,"['russia', 'china', 'ukraine', 'exemptyellow']"
2022-02-25,One thing I accept that nuclear weapon is too strong in today world #Ukraine #Russia #UkraineWar,en,"['ukraine', 'russia', 'ukrainewar']"
2022-02-25,"Clear-minded! #US, or more specifically, the US military-industrial complex will benefit most from the conflicts like before. #Ukraine, EU, Russia and American people will all pay the price. #UkraineRussiaConflict  https://t.co/Y8YhhT2075",en,"['us', 'ukraine', 'ukrainerussiaconflict']"
2022-02-25,"@nseskuria tells FRANCE 24 what might have been done to #avert #war in #Ukraine.   ""#Putin 🇷🇺 was not #interested in negotiations"", #diplomatic efforts may inevitably have come to #nothing, she says",en,"['avert', 'war', 'ukraine', 'putin', 'interested', 'diplomatic', 'nothing']"
2022-02-25,My heart break 💔💔#Ukraine  https://t.co/SvJXn3aN8u,en,['ukraine']
2022-02-25,This is a clip from yesterday I believe. This war is so messed up. #UkraineInvasion #Ukraine #Ukrainian #UkraineRussia  https://t.co/Nyl1KLYu1T,en,"['ukraineinvasion', 'ukraine', 'ukrainian', 'ukrainerussia']"
2022-02-25,"#Afghan refugees who fled to #Ukraine after the #Taliban takeover of their home country are terrified that they have once again found themselves in a war zone, with no obvious exit.  https://t.co/prL2Fh6BTm",en,"['afghan', 'ukraine', 'taliban']"
2022-02-25,#RussiaInvadedUkraine EUROPEAN #STOCKMARKETS EXTEND GAINS ON #RUSSIA-#UKRAINE TALKS HEADLINES. #IBEX #DAX #NASDAQ,en,"['russiainvadedukraine', 'stockmarkets', 'russia', 'ukraine', 'ibex', 'dax', 'nasdaq']"
2022-02-25,Around 3000 Pakistani students are in #Ukraine The @PakinUkraine is in contact with🇵🇰diaspora there.  #UkraineRussia  https://t.co/umxfVs4tFl,en,"['ukraine', 'ukrainerussia']"
2022-02-25,#СлаваУкраїні #GloryToUkraine #Ukraine #нетвойне  God Bless Ukraine heroes,en,"['славаукраїні', 'glorytoukraine', 'ukraine', 'нетвойне']"
2022-02-25,#Ukraine Air Raid Alert 😭😭,en,['ukraine']
2022-02-25,"The hacker group Anonymous has said it is “officially in cyber war against the Russian government” Russian government websites such as the Kremlin and the Duma, as well as the state-backed RT news site, were hit by so-called distributed denial of service attacks. #Ukraine",en,['ukraine']
2022-02-25,This is what propaganda looks like. So glad Jeff pushed back. #Ukraine #RussianInvasion,en,"['ukraine', 'russianinvasion']"
2022-02-25,Undemocratic countries who have nuclear weapons acts the same. Save the world from a huge devistation by stopping Iran from getting nuclear bomb. Stop the coming threat from becoming a reality.  #Ukraine,en,['ukraine']
2022-02-25,In who’s world is this deliberate act of aggression ‘Russia acting in self defence?’ This is appalling and a clear oppressive strike from an armoured vehicle on a non armoured vehicle. Pray for #Ukraine and hope that some #specialforces are plotting to end #Putin,en,"['ukraine', 'specialforces', 'putin']"
2022-02-25,"Japan condemns Russia, blames Putin   #PutinsWar #RussiaInvadedUkraine #Japan #China #Asia #Ukraine #UkraineRussia   https://t.co/RZZ1mnOZ7C",en,"['putinswar', 'russiainvadedukraine', 'japan', 'china', 'asia', 'ukraine', 'ukrainerussia']"
2022-02-25,#Ukraine  Dear God in this trying moments please come through for Ukraine let there be PEACE again,en,['ukraine']
2022-02-25,With how #NATO abandoned #Ukraine (even though they were likely joining) I’d tell NATO to go fuck itself if it makes it out of this debacle with #Russia,en,"['nato', 'ukraine', 'russia']"
2022-02-25,"#ukraine #russianwarshipgofuckyourself #nomorewar #prayforpeace @ New Milford, Connecticut  https://t.co/qzrwbXEXwY",en,"['ukraine', 'russianwarshipgofuckyourself', 'nomorewar', 'prayforpeace']"
2022-02-25,My heart goes to the people of #Ukraine 😔 Praying that everyone who is struggling be guided towards safety &amp; peace.,en,['ukraine']
2022-02-25,Go fuck yourself Vlad #UkraineRussia #UkraineInvasion #Ukraine #Putin #UkraineUnderAttack,en,"['ukrainerussia', 'ukraineinvasion', 'ukraine', 'putin', 'ukraineunderattack']"
2022-02-25,"Sic semper tyrannis! #Ukraine #Resist #WeWillGetThroughThis @ Maple Ridge, British Columbia  https://t.co/avwGPXNOvv",en,"['ukraine', 'resist', 'wewillgetthroughthis']"
2022-02-25,#BREAKING #Ukraine is full of Nazi's #Putin ain't lying about that.  https://t.co/HmkuNT2Bbp,en,"['breaking', 'ukraine', 'putin']"
2022-02-25,Come this Sunday 27-02-2022 from 14:00 @ the Dam in Amsterdam to show your support for #Ukraine! And encourage the @EUCouncil  to take the necessary steps to end this war as quickly as possible!   https://t.co/PRH3FUfTlK,en,['ukraine']
2022-02-25,@POTUS 🇺🇦🇺🇦🇺🇦  #Ukrainians ask #NATO to bring their forces to #Ukraine ❗️ At least to close the sky. To give shelter from the sky...,en,"['ukrainians', 'nato', 'ukraine']"
2022-02-25,Multinationals halt operations in Ukraine and move employees to safety. The swiftness of Russia’s assault raised questions about how to confront the rapidly shifting geopolitical landscape.  https://t.co/16X8Pi0Of0 #corpgov #risk #Ukraine #geopolitics,en,"['corpgov', 'risk', 'ukraine', 'geopolitics']"
2022-02-25,"I am starting to like this project, I. Just hope and pray this project is successful , am going to try my luck @wwtyulis @akhsobir @djipoz #litedex #snapshot #Ukraine #UkraineRussiaConflict",en,"['litedex', 'snapshot', 'ukraine', 'ukrainerussiaconflict']"
2022-02-25,#Putin is a mass murderer. Like Gaddafi. Like Saddam Hussein. Why not have an UN-mandate and wide international military coalition to stop #russianinvasion and safe #Ukraine?  Sanctions are not enough. Fight Russian aggressors with cyberwar and whatever it takes.#StandWithUkraine,en,"['putin', 'russianinvasion', 'ukraine', 'standwithukraine']"
2022-02-25,Russia invites Ukraine to negotiate. #ukraine,en,['ukraine']
2022-02-25,"There is no justification for killing people , stop the war. Don't waste lives. Learn from history. Don't make the same mistakes over and over!   Pray for #Ukraine 🙏🏻 All we can do is pray and inform people.   We are supporting peace as @wowarriors_io community.. 🖤  #StopWar",en,"['ukraine', 'stopwar']"
2022-02-25,Leaders of all world nations are utterly scared and taking diplomatic steps to protect themselves. #Ukraine #UkraineInvasion  #UkraineWar #UkraineUnderAttack,en,"['ukraine', 'ukraineinvasion', 'ukrainewar', 'ukraineunderattack']"
2022-02-25,Map on the current situation in #Kyiv in #Ukraine  https://t.co/hCYrqnDDO3,en,"['kyiv', 'ukraine']"
2022-02-25,More information about how to help Ukrainians right now.  #Ukraine #UkraineUnderAttack    https://t.co/sPuvxWxuL6,en,"['ukraine', 'ukraineunderattack']"
2022-02-25,so how does it feel living your life without war in your county? #Ukraine #UkraineInvasion,en,"['ukraine', 'ukraineinvasion']"
2022-02-25,No to War in #Ukraine! Disband #NATO &amp; Ceasefire Now! Read the full @SPofUSA statement @  https://t.co/tYTisWisAc  https://t.co/FqQU6HhSLI,en,"['ukraine', 'nato']"
2022-02-25, https://t.co/sj9297mQAF 137 Ukrainians killed on first day of Russian offensive   https://t.co/d4aYYsH60X  #Ukraine  https://t.co/QobGLpwh38,en,['ukraine']
2022-02-25,❗️Footage of the interrogation of another captured Russian soldier. It turns out that the officers told them that #Ukraine attacked #Russia.  https://t.co/nHfbS8MX9z,en,"['ukraine', 'russia']"
2022-02-25,@SriSri Jgd Gurudev 🌺🙏  Jai Gurudev 🙏 Sincere prayers and blessings for #Ukraine and their citizens,en,['ukraine']
2022-02-25,#BreakingNews - Special forces are currently evacuating the president of the German Federal Intelligence Service (BND) from Ukraine.  Follow @letsponderit for more news &amp; updates. #russianinvasion #Ukraine #Russia #UkraineUnderAttack #news #ponderit,en,"['breakingnews', 'russianinvasion', 'ukraine', 'russia', 'ukraineunderattack', 'news', 'ponderit']"
2022-02-25,"It’s not fake news, it happened, just not in Ukraine. #Russia #Ukraine #Palestine #Taliban #Kyiv  https://t.co/gSoYhQfZRZ",en,"['russia', 'ukraine', 'palestine', 'taliban', 'kyiv']"
2022-02-25,Hollywood in 1..2..3 #Ukraine,en,['ukraine']
2022-02-25,Chechens who are fighting for Putin &amp; Russia are a bunch of cucks  #UkraineRussia #Ukraine,en,"['ukrainerussia', 'ukraine']"
2022-02-25,Citizen trying to stop #Russian convoy of vehicles advancing his town.  #Ukraine  #StopWar  https://t.co/HNTw6GojxH,en,"['russian', 'ukraine', 'stopwar']"
2022-02-25,As a Tanzanian citizen I stand with #Ukraine,en,['ukraine']
2022-02-25,Artwork of the day “Storm Clouds” 2007 by @jeffsotoart #dailyart #Ukraine #NFT  https://t.co/M9eH0Nusq8,en,"['dailyart', 'ukraine', 'nft']"
2022-02-25,Absolutely awful what is occuring between #Ukraine and #Russia but why all of a sudden is the so called deadly #Covid19 no longer important #UKgovernment?,en,"['ukraine', 'russia', 'covid19', 'ukgovernment']"
2022-02-25,Last News: #Putin is ready to send #delegate to #Minsk for #Zelenskiy talks. According to the Kremlin. #RTL #russiaukrainewar #Russia #Ukraine  https://t.co/mwa4q6TEqB,en,"['putin', 'delegate', 'minsk', 'zelenskiy', 'rtl', 'russiaukrainewar', 'russia', 'ukraine']"
